overall,reviewText,summary,documents
5.0,"I have decide to rotate brushes.  The first stand was sturdy and unobtrusive, I bought another.",The first stand was sturdy and unobtrusive,"['decide', 'rotate', 'brush', 'first', 'stand', 'sturdy', 'unobtrusive', 'buy', 'another']"
5.0,Love this simple stand goes well with my badger brush and Merkur safety razor.,Five Stars,"['love', 'simple', 'stand', 'go', 'well', 'badger', 'brush', 'merkur', 'safety', 'razor']"
4.0,"This stand looks good and works good. I would give 5 stars but it did not accommodate my brush without distorting the metal ring at the base of the bristles, however the brush goes in and I am happy.",This stand looks good and works good,"['stand', 'look', 'good', 'work', 'good', 'would', 'give', 'star', 'modate', 'brush', 'without', 'distort', 'metal', 're', 'base', 'bristle', 'however', 'brush', 'go', 'happy']"
5.0,great little stand.,Five Stars,"['great', 'little', 'stand']"
5.0,Good product - meets the needs.,Quality Product,"['good', 'product', 'meet', 'need']"
5.0,Its the right size for the right product.  Its well made with sturdy stainless steel material.  No regrets!,Perfect Holder for my razor and brush,"['right', 'size', 'right', 'product', 'well', 'make', 'sturdy', 'stainless', 'steel', 'material', 'regret']"
5.0,This stand fits my razer handle and brush perfectly and was shipped super fast.,... my razer handle and brush perfectly and was shipped super fast.,"['stand', 'fit', 'razer', 'handle', 'brush', 'perfectly', 'ship', 'super', 'fast']"
5.0,Has a good weight so it isn't tippy.,Five Stars,"['good', 'weight', 'nt', 'tippy']"
5.0,My husband loves it!!!!,Five Stars,"['husband', 'love']"
5.0,"Came fast, and all ready put together excellent price. ...very satisfied",and all ready put together excellent price.,"['come', 'fast', 'ready', 'put', 'together', 'excellent', 'price', 'satisfied']"
4.0,Very nice razor stand. It is not rusting and has been a great addition to my shaving gear.,Great stand at a great price.,"['nice', 'razor', 'stand', 'rust', 'great', 'addition', 'shaving', 'gear']"
5.0,Looks exactly the same as the $200+ one they sell at the art of shaving.  Even the engraving matches my Muhle R89.,Looks exactly the same as the $200+ one they sell ...,"['look', 'exactly', 'one', 'sell', 'art', 'shaving', 'even', 'engrave', 'match', 'muhle', 'r']"
4.0,Works great. Just what I needed,Four Stars,"['work', 'great', 'need']"
5.0,"Beautiful!
It's nice to find old fashioned quality and this is it. The fit and finish is excellent, it's heavy enough it's completely stable. I'm enjoying it every day.",Beautiful quality,"['beautiful', 'nice', 'find', 'old', 'fashioned', 'quality', 'fit', 'finish', 'excellent', 'heavy', 'enough', 'completely', 'stable', 'enjoy', 'every', 'day']"
5.0,Arrived as described. Fits my Simpson 90mm brush and Edwin Jagger razor perfectly.,Five Stars,"['arrive', 'describe', 'fit', 'simpson', 'mm', 'brush', 'edwin', 'jagger', 'razor', 'perfectly']"
5.0,Sturdy stand that is practical and holds your shaving brush properly so it can dry out between use.  Well made and functional.,Shaving Stand,"['sturdy', 'stand', 'practical', 'hold', 'shaving', 'brush', 'properly', 'dry', 'use', 'well', 'make', 'functional']"
5.0,Nice stand at a reasonable price. Good quality.,Five Stars,"['nice', 'stand', 'reasonable', 'price', 'good', 'quality']"
5.0,"Looks very good, sturdy. Nice  as a gift, neatly packed.",Five Stars,"['look', 'good', 'sturdy', 'nice', 'gift', 'neatly', 'pack']"
2.0,"It's a nice stand. Well built and good foundation. But does not fit the ""Art of Shaving"" badger brushes.",It's a nice stand. Well built and good foundation,"['nice', 'stand', 'well', 'build', 'good', 'foundation', 'fit', 'art', 'shaving', 'badger', 'brush']"
4.0,"This is a well made nice stand but when you search for ""Mach 3 Razor Stand"" on Amazon this is the first result... the problem is if you try to put a Mach 3 razor on it it falls right off and there's no way to get it to stay on.  So if you're looking for a something to hold your cartridge razor this may not work depending on how its shaped.",DOES NOT WORK WITH MACH 3 RAZOR,"['well', 'make', 'nice', 'stand', 'search', 'mach', 'razor', 'stand', 'amazon', 'first', 'result', 'problem', 'try', 'put', 'mach', 'razor', 'falls', 'right', 'way', 'get', 'stay', 'look', 'something', 'hold', 'cartridge', 'razor', 'may', 'work', 'depend', 'shape']"
4.0,"Fantastic for the brush, does not work with standard Gillette razor.  The prongs are too narrow to catch the blade tip on the razor.  The handle has a taper that is an odd shape and twists out of the prongs. This is an otherwise well made unit.  Wish it had wider prongs for regular razors!","Gillette Mach 3 does not fit, despite other coolness.","['fantastic', 'brush', 'work', 'standard', 'gillette', 'razor', 'prong', 'narrow', 'catch', 'blade', 'tip', 'razor', 'handle', 'taper', 'odd', 'shape', 'twist', 'prong', 'otherwise', 'well', 'make', 'unit', 'wish', 'wide', 'prong', 'regular', 'razor']"
4.0,"Very nice razor and brush stand. It does have a good amount of weight in the base to keep it from tipping over easily. Overall, I'm happy with my purchase.",Very nice razor and brush stand,"['nice', 'razor', 'brush', 'stand', 'good', 'amount', 'weight', 'base', 'keep', 'tip', 'easily', 'overall', 'happy', 'purchase']"
4.0,Rite height and it doesnt tip over!,Four Stars,"['rite', 'height', 'do', 'tip']"
5.0,Great item simpke good quality,Love it,"['great', 'item', 'simpke', 'good', 'quality']"
5.0,Very nice. Fit my razor well. Very sturdy design.,Five Stars,"['nice', 'fit', 'razor', 'well', 'sturdy', 'design']"
5.0,"The stand is very attractive and stable. The product picture showed the shaving brush held at the handle, but the synthetic brush I bought had a larger handle...so I hang it where the knot meets the handle. This works just fine. I am very pleased with this stand.",Good looking and solid,"['stand', 'attractive', 'stable', 'product', 'picture', 'show', 'shaving', 'brush', 'hold', 'handle', 'synthetic', 'brush', 'buy', 'large', 'handle', 'hang', 'knot', 'meet', 'handle', 'work', 'fine', 'pleased', 'stand']"
4.0,Feels weighty and durable! I took a star off due to my brush not being able to fit the holder. I'll probably keep it for my next brush.,Great quality! Doesn't fit my brush..,"['feel', 'weighty', 'durable', 'take', 'star', 'due', 'brush', 'able', 'fit', 'holder', 'probably', 'keep', 'next', 'brush']"
5.0,"Great, well built stand. Holds brush and razor perfectly.",Great quality,"['great', 'well', 'build', 'stand', 'hold', 'brush', 'razor', 'perfectly']"
5.0,"I got this for my husband and he says, while is didn't fit around his Razorock Plissoft brush handle, it fit around the bristles. It also has a heavy base and looks nice.","Affordable, Well-made Brush Stand","['get', 'husband', 'say', 'nt', 'fit', 'around', 'razorock', 'plissoft', 'brush', 'handle', 'fit', 'around', 'bristle', 'also', 'heavy', 'base', 'look', 'nice']"
5.0,Size is great and holds my custom Mach 3 razor handle perfectly. The shaving brush side of this stand is a bit snug for my brush hanging it by the handle but if you place the brush handle above the fork you can easily place and remove the brush with one hand. Overall Im very pleased with this stand and would highly recommend it.,Very happy with this shaving stand!,"['size', 'great', 'hold', 'custom', 'mach', 'razor', 'handle', 'perfectly', 'shaving', 'brush', 'side', 'stand', 'bit', 'snug', 'brush', 'hang', 'handle', 'place', 'brush', 'handle', 'fork', 'easily', 'place', 'remove', 'brush', 'one', 'hand', 'overall', '-PRON-', 'pleased', 'stand', 'would', 'highly', 'mend']"
4.0,"Holds my safety razor and brush neatly and allows for optimal drying. It's not necessarily a ""must have"" but I like having my counter organized and this definitely serves its purpose.",Organizational tool with functionality,"['hold', 'safety', 'razor', 'brush', 'neatly', 'allow', 'optimal', 'drying', 'necessarily', 'must', 'like', 'counter', 'organize', 'definitely', 'serve', 'purpose']"
3.0,Somewhat disappointed the stand did not fit the brush I have.  Seems to need something of a specific type of brush to set in the cradle right.  It's a good product aside from this though.  Was able to switch my travelling and home brush and make it work.,Tight brush cradle,"['somewhat', 'disappointed', 'stand', 'fit', 'brush', 'seem', 'need', 'something', 'specific', 'type', 'brush', 'set', 'cradle', 'right', 'good', 'product', 'aside', 'though', 'able', 'switch', 'travel', 'home', 'brush', 'make', 'work']"
5.0,Easy to use.,Five Stars,"['easy', 'use']"
5.0,This shaving brush stand is sturdier than I expected and looks great.  I expect this will last me a very long time,... brush stand is sturdier than I expected and looks great. I expect this will last me a very ...,"['shaving', 'brush', 'stand', 'sturdy', 'expect', 'look', 'great', 'expect', 'last', 'long', 'time']"
5.0,This makes organizing your shaving kit a lot easier and provides fast access to your brush and razor when you are going to shave. It looks great as well.,It looks great as well,"['make', 'organize', 'shaving', 'kit', 'lot', 'easy', 'provide', 'fast', 'access', 'brush', 'razor', 'go', 'shave', 'look', 'great', 'well']"
5.0,Good product,Five Stars,"['good', 'product']"
5.0,Get this for your safety razor. You do shave using a safety razor right?,Five Stars,"['get', 'safety', 'razor', 'shave', 'use', 'safety', 'razor', 'right']"
5.0,Absolutely wonderful item!  I've been using this razor stand for just over a month and it makes it easy to stay organized. Very easy to maintain as well.,Great way to stay organized!,"['absolutely', 'wonderful', 'item', 'use', 'razor', 'stand', 'month', 'make', 'easy', 'stay', 'organize', 'easy', 'maintain', 'well']"
4.0,cheap. does what i need it to do. purchased this with my Perfecto badger brush and Edwin Jagger. seems pretty universal. does not lean at all. water spots on the metal sort of bother me but that's just how chrome is i think. i worry the bottom might get really wet on the felt but we'll see.,good budget universal stand,"['cheap', 'need', 'purchase', 'perfecto', 'badger', 'brush', 'edwin', 'jagger', 'seem', 'pretty', 'universal', 'lean', 'water', 'spot', 'metal', 'sort', 'bother', 'chrome', 'think', 'worry', 'bottom', 'may', 'get', 'really', 'wet', 'feel', 'see']"
5.0,Great quality,Five Stars,"['great', 'quality']"
2.0,Had to return. It didn't fit the harrys razor. Great quality though.,Doesn't fit all razors.,"['return', 'nt', 'fit', 'harry', 'razor', 'great', 'quality', 'though']"
5.0,"Nicely made, does job perfectly, and looks great.

Received package on time.

Jim",Five Stars,"['nicely', 'make', 'job', 'perfectly', 'look', 'great', 'receive', 'package', 'time', 'jim']"
5.0,Looks great and holds my safety razor perfectly,Five Stars,"['look', 'great', 'hold', 'safety', 'razor', 'perfectly']"
5.0,I bought this for my boyfriend and he said it was the perfect size for his razor. It's a great value and looks so much better than his plastic one did!,great buy!,"['buy', 'boyfriend', 'say', 'perfect', 'size', 'razor', 'great', 'value', 'look', 'much', 'well', 'plastic', 'one']"
5.0,Perfect for my bathroom counter and keeping things neat. Great product!,Five Stars,"['perfect', 'bathroom', 'counter', 'keep', 'thing', 'neat', 'great', 'product']"
5.0,Heavy weight and high quality! Excellent buy!,Quality Product,"['heavy', 'weight', 'high', 'quality', 'excellent', 'buy']"
5.0,Looks good. Feels solid.,Five Stars,"['look', 'good', 'feel', 'solid']"
5.0,Looks great.,Five Stars,"['look', 'great']"
4.0,"Its a nice little thing I bought for myself. It is stainless steel looks nice and easily holds the shaving brush. It is short for my razor Gilette five series to be placed into the small slot.
I like it and would recommend it to other people.",Looks good feels good story and useful,"['nice', 'little', 'thing', 'buy', 'stainless', 'steel', 'look', 'nice', 'easily', 'hold', 'shaving', 'brush', 'short', 'razor', 'gilette', 'five', 'series', 'place', 'small', 'slot', 'like', 'would', 'mend', 'people']"
5.0,"Solid, stable, and attractive.  Holds the brush and razor as advertised.  The heavy base makes it stable in the cabinet with the brush and razor in it.  Happy purchase.",Happy purchase.,"['solid', 'stable', 'attractive', 'hold', 'brush', 'razor', 'advertise', 'heavy', 'base', 'make', 'stable', 'cabinet', 'brush', 'razor', 'happy', 'purchase']"
